path	class	owner	disposition
docs/site/tutorials/workspace/index.md	doc:public-page	S11	prose sweep + #1000 terminology; doc:lint
docs/site/web-layer/fresh-ui.md	doc:public-page	S11	prose sweep + #1000 terminology; doc:lint
docs/site/web-layer/how-to/build-a-desktop-frontend.md	doc:public-page	S11	prose sweep + #1000 terminology; doc:lint
docs/site/web-layer/how-to/customize-fresh-ui.md	doc:public-page	S11	prose sweep + #1000 terminology; doc:lint
docs/site/web-layer/query.md	doc:public-page	S11	prose sweep + #1000 terminology; doc:lint
docs/site/web-layer/server.md	doc:public-page	S11	prose sweep + #1000 terminology; doc:lint
docs/site/why.vto	doc:public-page	S11	prose sweep + #1000 terminology; doc:lint
notes.md	archival:root-notes	archival	exempt — historical scratch notes
packages/aspire/config.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/constants.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/deno.json	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/mod.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/README.md	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/schema.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/adapters/aspire-typescript-builder.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/adapters/env-resolver.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/adapters/mod.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/application/build-vite-env-var-name.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/application/compose-apphost.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/application/mod.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/application/port-allocation.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/application/resolve-env-vars.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/application/resolve-permissions.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/diagnostics/inspect-aspire.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/domain/aspire-resource-name.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/domain/aspire-resource.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/domain/contribution-context.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/domain/errors.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/domain/mod.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/domain/plugin-entry.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/domain/reference-spec.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/ports/aspire-builder-port.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/ports/aspire-runtime-port.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/ports/mod.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/public/mod.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/runtime/aspire-ns-plugin-contribution.base.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/runtime/contribution-registry.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/runtime/mod.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/testing/contribution-fixtures.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/testing/memory-aspire-builder.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/src/testing/mod.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/tests/_fixtures/appsettings.json	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/tests/_fixtures/readme-examples_test.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/tests/adapters/aspire-typescript-builder_test.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/tests/application/compose-apphost_test.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/tests/config_test.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/tests/helpers_test.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/tests/runtime/aspire-ns-plugin-contribution_test.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/tests/runtime/contribution-registry_test.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/tests/schema_test.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/aspire/types.ts	aspire-ports	N/A	SDK-neutral ports; no public-surface change planned (jsr-audit N/A unless S6 adds a field)
packages/cli/CHANGELOG.md	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/deno.json	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/e2e/fixtures/desktop-native/src/constants.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/mod.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/README.md	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/builders/suite/suite-builder.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/builders/workspace/smoke-project-factory.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/quickstart/aspire-walk.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/quickstart/database-integrity-walk.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/aspire-dashboard-telemetry.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/consume-flow-b-stream.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/database-gates.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/durable-cli-parity.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/generated-app-endpoint.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/generated-quality-probes.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/otel-gates.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/package-backed-plugin-doctor-fixture.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/prepare-flow-b-fixture.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/probe-app-home.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime-gates.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/behavior-gates.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/behavior-scripts.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/capture-db-endpoint-allocation.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/listener-fault-controller.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/listener-readiness-gates.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/listener-unreachable-fixture.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/prepare-readiness-fixture.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/probe-plugin-resource.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/runtime-scripts.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/verify-listener-readiness.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/runtime/verify-typed-db-phase-b.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/scaffold-capability-gates.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/scaffold-gates.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/service-env/configure-service-env.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/service-env/discover-service-subjects.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/service-env/gate-permission-probe.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/service-env/process-evidence.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/service-env/service-env-contract.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/service-env/service-env-evidence_test.ts	compat-fixture	S3	inline 13.4.6 fixture case kept as compat; S3 adds the 13.5.3 case beside it; parity phase 2 asserts the 13.5.3 case exists, not the absence of 13.4.6
packages/cli/e2e/src/application/gates/scaffold/service-env/service-env-evidence.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/service-env/service-env-gates_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/service-env/verify-service-env.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/validate-aspire-task-traces_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/validate-aspire-task-traces.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/validate-flow-b-traces.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/verify-clean-clone-readme.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/verify-db-status-preserves-apphost.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/verify-endpoint-readiness.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/verify-live-db-endpoint.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/verify-mcp-endpoint-directory.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/application/gates/scaffold/verify-producer-reconnect.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/domain/cli-surface.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/domain/evidence.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/domain/extension-axes.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/presentation/cli/commands/full-command.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/src/presentation/cli/commands/run-command.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/suites/quickstart/quickstart-walk-suite.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/suites/scaffold/capability-suites.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/adapters/reporting/pretty-reporter_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/agent/agent-mcp-stdio_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/builders/runtime-gates_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/builders/suite-builder_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/aspire-dashboard-telemetry_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/command-gate_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/generated-app-endpoint_test.ts	compat-fixture	S3	inline 13.4.6 fixture case kept as compat; S3 adds the 13.5.3 case beside it; parity phase 2 asserts the 13.5.3 case exists, not the absence of 13.4.6
packages/cli/e2e/tests/application/gates/http-gate_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/listener-readiness-gates_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/listener-unreachable-fixture_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/locate-workers-resource-block_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/prepare-readiness-fixture_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/quickstart-aspire-walk_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/scaffold-gates_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/scaffold/behavior-plugins-health-gate_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/scaffold/generated-app-identity-source-policy_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/scaffold/plugin-contract-gates_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/scaffold/typed-db-background-restart_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/scaffold/ui-ai-gates_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/scaffold/ui-data-screen-gates_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/gates/verify-live-db-endpoint_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/runner/gate-runner_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/application/runner/suite-runner_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/presentation/init-json_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/presentation/quickstart-walk-suite_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/e2e/tests/presentation/suite-registry_test.ts	e2e	S2/S3/S10	runtime verification (S2); 13.5.3 fixtures (S3); gate upgrades + agent.aspire-mcp-smoke (S10/S9)
packages/cli/README.md	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/src/kernel/adapters/aspire/apphost-doctor-inspector_test.ts	cli-adapter:doctor	S4	aspire ps --format Json parsing unchanged in 13.5 (BC-3 removed only ps --resources); grep-verified in the S4 member table
packages/cli/src/kernel/adapters/aspire/apphost-doctor-inspector.ts	cli-adapter:doctor	S4	aspire ps --format Json parsing unchanged in 13.5 (BC-3 removed only ps --resources); grep-verified in the S4 member table
packages/cli/src/kernel/adapters/aspire/aspire-cloud-deploy-target_test.ts	cli-adapter:deploy	S4	verify the 13.5 aspire publish|deploy|destroy argv contract (--apphost, --output-path, --environment, --non-interactive; docs also list --yes, --clear-cache, --pipeline-log-level, --include-exception-details) against sources; adapter tests updated; S2 V12 --help receipts (D-15)
packages/cli/src/kernel/adapters/aspire/aspire-cloud-deploy-target.ts	cli-adapter:deploy	S4	verify the 13.5 aspire publish|deploy|destroy argv contract (--apphost, --output-path, --environment, --non-interactive; docs also list --yes, --clear-cache, --pipeline-log-level, --include-exception-details) against sources; adapter tests updated; S2 V12 --help receipts (D-15)
packages/cli/src/kernel/adapters/aspire/aspire-compose-deploy-target_test.ts	cli-adapter:deploy	S4	verify the 13.5 aspire publish|deploy|destroy argv contract (--apphost, --output-path, --environment, --non-interactive; docs also list --yes, --clear-cache, --pipeline-log-level, --include-exception-details) against sources; adapter tests updated; S2 V12 --help receipts (D-15)
packages/cli/src/kernel/adapters/aspire/aspire-compose-deploy-target.ts	cli-adapter:deploy	S4	verify the 13.5 aspire publish|deploy|destroy argv contract (--apphost, --output-path, --environment, --non-interactive; docs also list --yes, --clear-cache, --pipeline-log-level, --include-exception-details) against sources; adapter tests updated; S2 V12 --help receipts (D-15)
packages/cli/src/kernel/adapters/config/deploy-config.ts	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/src/kernel/adapters/config/infrastructure-docker.ts	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/src/kernel/adapters/config/infrastructure-resolvers.ts	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/src/kernel/adapters/database/apphost-lifecycle-lock_test.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/apphost-lifecycle-lock.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/aspire-command-executor.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/operation-runner_test.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/operation-runner-helpers_test.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/operation-runner-helpers.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/operation-runner.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/providers/mssql.provider.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/providers/mysql.provider.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/providers/postgres.provider.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/providers/sqlite.provider.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/scaffolder.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/database/workspace-mutator.ts	cli-adapter:database	S8	typed resource commands replace ad-hoc AppHost spawn for db ops
packages/cli/src/kernel/adapters/plugin/appsettings-entry-builders.ts	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/src/kernel/adapters/plugin/db-integration.ts	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/src/kernel/adapters/plugin/workspace-mutator.ts	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/src/kernel/adapters/scaffold/import-resolver.ts	cli:other	S4	grep-verified in the S4 member table; no emission change expected
packages/cli/src/kernel/adapters/scaffold/tests/import-resolver_test.ts	cli:other	S4	grep-verified in the S4 member table; no emission change expected
